3,1993,0.28,2.4,14.33,1.27,0.21,0.4,2.22,71.25,7.64,0.82,0.42,0.3,0.12,0.03
3,1993,0.21,6,13.65,1,0.16,0.32,2.19,72.84,7.24,0.74,0.41,0.29,0.12,0.07
3,1993,0.22,8.6,13.99,1.25,0.16,0.32,2.12,71.53,8.14,0.74,0.4,0.29,0.11,0.04
3,1993,0.24,5.95,12.92,1.06,0.16,0.33,1.64,72.79,7.82,0.77,0.42,0.29,0.13,0.07
3,1993,0.3,4.15,13.02,1.65,0.24,0.43,2.39,67.24,11.59,0.94,0.46,0.33,0.15,0.06
3,1993,0.33,6.65,13.31,1.37,0.17,0.34,2.28,71.13,8.98,0.79,0.42,0.28,0.12,0.07
3,1993,0.3,5.5,8.44,1.3,0.12,0.19,2.2,75.27,9.74,0.76,0.4,0.33,0.12,0.07
3,1993,2.19,8.7,8.25,1.12,0.17,0.38,2.21,75.43,9.27,0.97,0.47,0.38,0.16,0.09
3,1993,1.18,8.7,8.54,1.27,0.16,0.42,2.13,74.83,9.41,0.91,0.43,0.34,0.14,0.08
3,1993,1.09,9.5,9.36,0.95,0.17,0.4,1.25,75.61,8.59,0.82,0.43,0.33,0.12,0.07
3,1993,0.42,2.8,12.54,1.18,0.14,0.32,2.04,71.52,9.62,0.79,0.4,0.29,0.12,0.07
3,1993,0.42,2.3,13.38,0.97,0.12,0.25,2.2,70.1,10.56,0.71,0.4,0.29,0.13,0.07
3,1993,0.39,2.95,12.6,0.95,0.13,0.27,1.44,70.5,10.78,0.71,0.42,0.31,0.14,0.08
3,1994,0.58,13.35,12.8,0.76,0.17,0.32,2.22,75.06,5.31,0.82,0.47,0.33,0.15,0.09
3,1994,0.24,7.35,15.75,1.42,0.15,0.31,2.04,64.32,12.95,0.93,0.44,0.27,0.13,0.08
3,1994,0.32,12.4,13.74,1.3,0.21,0.36,1.18,68.76,9.7,0.93,0.52,0.29,0.16,0.09
3,1994,0.35,11.95,14.31,1.26,0.22,0.37,2.55,68.6,9.95,0.96,0.51,0.28,0.15,0.1
3,1994,0.66,9.05,12.53,1.09,0.22,0.37,6.24,65.5,10.33,0.96,0.53,0.3,0.15,0.06
3,1994,0.7,11.85,13.96,0.96,0.23,0.38,2.68,68.7,10.18,0.94,0.54,0.3,0.16,0.08
3,1994,0.68,9.75,13.06,0.86,0.2,0.34,1.84,69.44,9.86,0.87,0.53,0.31,0.16,0.09
3,1994,0.92,11.1,13.39,1,0.21,0.34,2.57,69.11,9.71,0.85,0.53,0.29,0.15,0.08
3,1994,0.94,11.4,13.3,1,0.19,0.35,2.3,70.62,9.2,0.96,0.5,0.32,0.15,0.13
3,1994,1.09,10.75,13.99,1,0.19,0.35,2.37,69.64,9.67,1.01,0.46,0.3,0.14,0.07
3,1994,0.39,10.6,10.49,0.76,0.14,0.31,2.44,72.25,11,0.82,0.48,0.3,0.14,0.08
3,1994,0.35,16.6,13.05,0.86,0.18,0.35,1.9,71.67,8.74,0.82,0.49,0.32,0.14,0.08
3,1994,0.31,19.25,12.2,1.19,0.2,0.36,2.81,72.05,8.88,0.85,0.5,0.33,0.15,0.09
3,1994,0.32,19.6,13.82,1.74,0.21,0.39,2.13,68.34,10.14,0.88,0.44,0.3,0.14,0.08
3,1994,0.28,10.6,12.72,0.82,0.08,0.13,1.69,76.45,4.76,1.04,0.48,0.4,0.15,0.08
3,1994,0.36,13.7,11.43,0.99,0.15,0.28,2.16,72.47,10.02,0.76,0.42,0.29,0.13,0.07
3,1995,0.28,6.25,12.93,1.54,0.15,0.24,2.42,70.92,7.34,0.55,0.45,0.3,0.13,0.08
3,1995,0.42,7,12.25,1.07,0.13,0.27,1.1,74.5,7.09,0.68,0.39,0.31,0.12,0.07
3,1995,0.28,8.5,12.92,1.27,0.11,0.24,1.88,72.24,8.97,0.66,0.37,0.3,0.11,0.07
3,1995,0.14,4.5,14.09,1.18,0.12,0.25,2,72.16,7.86,0.66,0.36,0.27,0.1,0.06
3,1995,0.42,7.5,14.38,1.02,0.12,0.24,2.09,68.69,8.28,0.61,0.35,0.25,0.35,0.05
3,1995,0.49,6.5,14.04,1.13,0.14,1.25,1.1,73.01,6.9,0.65,0.35,0.3,0.1,0.05
3,1995,0.35,5.75,12.83,1.36,0.1,0.24,1.86,72.63,8.36,0.57,0.36,0.3,0.1,0.05
3,1995,0.42,11,10.19,0.46,0.18,0.22,3.48,77.21,4.66,0.63,0.61,0.33,0.22,0.06
3,1995,7.12,6.5,13.21,1.61,0.1,0.23,1.7,70.49,7.73,0.6,0.31,0.26,0.15,0.05
3,1995,0.35,6,13.92,1.08,0.14,0.28,0.25,72.84,7.49,0.57,0.34,0.28,0.08,0.03
3,1995,4.72,5.25,11.72,1.18,0.09,0.21,1.88,73.7,8.92,0.61,0.35,0.34,0.11,0.05
3,1995,2.68,4.5,12.32,1.22,0.11,0.26,1.91,72.07,9.54,0.68,0.35,0.29,0.1,0.06
4,1993,0.41,8.4,14.77,1.16,0.21,0.36,2.34,69.29,7.99,0.75,0.48,0.35,0.17,0.09
4,1993,0.48,5.5,15.78,1.03,0.22,0.37,2.36,69.58,8.01,0.73,0.48,0.33,0.19,0.08
4,1993,0.56,4.1,15.81,1.09,0.26,0.41,2.51,69.69,7.2,0.68,0.49,0.3,0.18,0.02
4,1993,0.56,5.2,17.46,1.34,0.18,0.3,2.05,61.99,14.14,0.87,0.4,0.28,0.13,0.07
4,1993,0.36,4,10.14,1.24,0.16,0.31,2.26,70.1,12.67,0.89,0.48,0.39,0.17,0.1
4,1993,0.59,4.85,16.84,1.46,0.17,0.3,2.13,62.7,14.05,0.71,0.44,0.31,0.14,0.07
4,1993,2.75,21.35,10.54,1.08,0.15,0.29,1.2,69.85,13.14,0.81,0.51,0.42,0.21,0.11
